month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
201810,wisconsin,wi,234900,-0.0068,0.1293,22938,-0.0187,-0.1808,75,0.1029,-0.1329,6548,-0.1443,0.0341,488,-0.2278,0.2708,7136,-0.0445,0.1019,7662,-0.1048,0.3638,125,-0.0049,0.0929,1794,-0.0033,0.0176,312823,-0.0022,0.0999,30600,-0.0418,-0.0898,0.334,-0.0321,0.1334,0
201810,idaho,id,329900,-0.0028,0.1145,9372,-0.028,-0.1519,65,0.075,-0.0979,2888,-0.1174,0.0169,176,-0.0222,-0.7197,2896,0.0539,0.2702,502,-0.2132,-0.0634,159,-0.0016,0.1399,2164,-0.0046,-0.0107,525192,-0.0214,0.0865,9874,-0.0386,-0.1478,0.0536,-0.0126,0.0051,0
201810,indiana,in,182675,-0.0126,0.089,23142,0.0159,-0.0942,60,0.0625,-0.1185,8672,-0.0352,0.0994,248,-0.0882,-0.1622,8516,0.0375,0.1343,3317,-0.0698,-0.403,92,-0.0023,0.0788,1982,-0.008,0.013,248833,-0.0175,0.0411,26433,0.0026,-0.151,0.1433,-0.0132,-0.0741,0
201810,south carolina,sc,269900,-4.00E-04,0.0385,30660,0.0083,-0.0091,84,0.0244,-0.0289,8780,0.0457,0.0125,1084,-0.0524,-0.2279,9168,0.0616,0.146,9551,-0.1001,0.0709,133,0.0074,0.066,2021,-0.0134,-0.0132,406827,0.0052,0.049,40147,-0.0183,0.0071,0.3115,-0.0375,0.0233,0
201810,new mexico,nm,240000,0,0.0435,9746,-0.0284,-0.1104,88,0.0294,-0.0691,2468,-0.0763,0.0033,296,-0.0513,0.7619,2980,-0.1035,0.155,2622,-0.0562,1.1527,123,4.00E-04,0.0315,1972,0.002,0.0186,369583,0.0082,0.0683,12366,-0.0358,0.0159,0.269,-0.0079,0.1579,0
201809,nevada,nv,349000,-0.0099,0.0359,10351,0.1263,0.1263,41,0.0649,-0.2264,5224,-0.0254,0.0627,512,-0.1049,-0.6718,5196,0.1874,-0.049,2621,0.5527,-0.6555,179,-0.0085,0.1053,1955,-0.0141,-0.0614,612278,-0.0163,-0.0191,12991,0.1942,-0.2303,0.2532,0.0695,-0.5748,0
201809,west virginia,wv,168000,-0.0059,0.0501,9001,0.0073,-0.0852,93,0.022,-0.0211,1844,-0.1049,0.0622,92,0.0455,0,2040,0.0159,0.0345,1697,-0.0281,0.2788,91,-0.0036,0.002,1813,-0.0019,0.0117,228882,-0.0051,0.0452,10687,5.00E-04,-0.0407,0.1885,-0.0069,0.0537,0
201809,wisconsin,wi,236500,-0.0073,0.1267,23376,-0.0065,-0.2078,68,0.0543,-0.1605,7652,-0.132,5.00E-04,632,-0.2139,0.3621,7468,-0.0518,-0.0205,8559,-0.1055,0.3794,126,0.0064,0.096,1800,-6.00E-04,0.0193,313506,-0.0015,0.0942,31935,-0.0353,-0.104,0.3661,-0.0405,0.1558,0
201809,iowa,ia,199900,-0.0244,0.0805,14300,0.032,-0.0066,66,0.0313,-0.0149,4616,-0.0359,0.0529,344,-0.1042,-0.1042,4760,0.0644,0.1553,4389,0.0797,0.1862,118,0.0022,0.086,1654,-0.0072,-0.0024,244050,-0.0018,0.0537,18743,0.0455,0.0344,0.3069,0.0135,0.0499,0
201809,south dakota,sd,230000,-0.0188,0.0268,4080,-0.0017,-0.0235,57,0.0857,-0.0339,1260,-0.0187,0.0976,32,0,0.3333,792,-0.005,0.0366,265,-0.083,0.6061,119,-0.0018,0.0545,1984,-0.008,-0.008,291076,-0.0063,0.015,4352,-0.0053,0.0016,0.065,-0.0058,0.0255,0
201809,maine,me,247900,-0.0044,0.0549,10907,0.0036,-0.084,95,0.1377,-0.0686,2296,-0.1433,-0.0559,72,0.0588,0,2388,-0.0261,0.0437,1474,-0.0173,0.0315,145,-0.0044,0.0565,1708,-0.0041,-0.007,359673,-0.0083,0.039,12388,0.0016,-0.0721,0.1351,-0.0029,0.0151,0
201809,kentucky,ky,199900,0,0.0661,16648,0.0109,-0.02,68,0.0303,-0.0685,5492,-0.1348,0.0178,244,0.0517,0.1296,4844,0.005,0.149,6412,-0.0843,-0.0586,101,0.006,0.0603,1981,-0.0095,0.0051,271263,-0.0053,0.0404,23081,-0.016,-0.0299,0.3852,-0.04,-0.0158,0
201809,pennsylvania,pa,205000,-0.0236,0.038,49885,0.0161,-0.1327,73,0.0504,-0.0875,15452,-0.0238,-0.0301,764,-0.0155,-0.6203,15700,0.0582,-0.188,8508,-0.0747,-0.5189,116,9.00E-04,0.0334,1824,-0.0068,0.0133,299717,-0.0055,0.0477,58467,0.0031,-0.2226,0.1706,-0.0167,-0.1369,0
201809,texas,tx,290000,-0.0169,0.0357,109647,-0.0086,0.0267,64,0.1034,-0.0448,35652,-0.1066,0.0179,6228,-0.0401,-0.0809,47248,-0.0315,0.1524,37108,-0.0679,-0.0074,127,2.00E-04,0.0478,2282,-0.0093,-0.0078,402873,-0.0057,0.0233,146780,-0.0242,0.018,0.3384,-0.0215,-0.0117,0
201809,minnesota,mn,275900,-0.0143,0.0616,22373,0.0172,-0.0442,57,0.0556,-0.1094,9064,-0.1387,0.0634,2484,-0.1129,0.8482,10796,-0.0044,0.1859,11164,-0.0952,-0.0046,139,0.0013,0.0658,2064,-0.0105,0.0019,368140,-0.0033,0.0459,33490,-0.0281,-0.0326,0.499,-0.062,0.0198,0
201809,utah,ut,390000,-0.0109,0.0773,12705,0.0345,-0.0054,51,0.02,-0.0377,6060,-0.0578,0.055,584,-0.2551,0.0139,4520,0.0162,0.0263,7353,-0.0453,-0.04,146,0.0052,0.11,2696,-0.0081,-0.0081,642282,-0.0115,0.0543,20094,0.0061,-0.0152,0.5787,-0.0484,-0.0208,0
201809,michigan,mi,205000,-0.0191,0.1147,44680,0.0148,-0.042,56,0.0667,-0.1385,15632,-0.1317,0.0611,836,-0.1739,0.3571,14516,-0.0402,0.1326,6045,0.3006,1.0968,120,-0.0033,0.0919,1682,-0.0106,0.0096,297541,-0.0033,0.0619,50519,0.0378,0.0202,0.1353,0.0297,0.0735,0
201809,vermont,vt,285000,0.0019,0.0775,5795,-0.0141,-0.1856,110,0.1282,-0.1129,976,-0.0758,0.0472,28,0.4,0.4,1012,0.0243,0.012,997,0.0247,0.0802,143,0.0027,0.0503,2016,-0.0015,0.0182,397333,0.0068,0.0291,6793,-0.0086,-0.155,0.172,0.0065,0.0423,0
201809,north dakota,nd,235000,-0.0145,4.00E-04,4062,0.0299,0.0135,73,0.058,0,888,-0.1494,-0.1395,32,0.6,0,1084,0.0927,0.0586,214,-0.0815,0.1889,114,0.0176,0.0447,2044,-0.0607,-0.0475,281576,-0.0061,0.0291,4261,0.0194,0.0199,0.0527,-0.0064,0.0078,0
201809,tennessee,tn,269900,7.00E-04,0.08,31613,0.0322,0.0109,59,0.0172,-0.1194,12052,-0.0543,0.1234,780,0.0317,0.0773,9136,-0.0022,0.224,10499,-0.0388,0.1169,127,0.0056,0.0958,2144,-0.0014,-0.0019,361785,-0.0042,0.0474,42061,0.0119,0.0344,0.3321,-0.0245,0.0315,0
201809,colorado,co,450000,-0.0085,2.00E-04,26017,0.0215,0.0446,56,0.0874,-0.0968,11672,-0.0713,0.0557,1068,-0.0532,0.043,10636,0.0427,0.271,12628,-0.0595,1.0787,186,-0.0069,0.0617,2430,6.00E-04,-0.0459,842192,-0.0178,0.0131,38381,-0.0149,0.2407,0.4854,-0.0418,0.2414,0
201809,massachusetts,ma,489900,-0.0052,0.0535,21360,0.0925,0.0413,54,-0.027,-0.1,9604,0.0815,0.1136,256,-0.0154,-0.1899,8592,0.3752,0.2688,2865,-0.0788,-0.0215,248,0.0065,0.0418,1937,-0.0127,0.001,752484,-0.023,7.00E-04,24112,0.064,0.0267,0.1341,-0.0249,-0.0086,0
201809,alaska,ak,279900,-0.0144,0.0178,3987,-0.0448,0.0171,79,0.1367,0.0972,804,-0.2583,-0.1336,48,0.2,1.4,1228,-0.1835,-0.0495,,,,165,-0.0011,0.0236,1743,-0.0068,0.0058,322843,-0.0112,0.0129,3987,-0.0448,0.0168,,,,0
201809,north carolina,nc,287000,0.007,0.0436,52463,0.0036,-0.0513,88,0.0602,-0.0435,12964,-0.2198,-0.0901,1504,-0.1474,-0.0208,14416,-0.1079,-0.0244,15954,-0.0459,0.0281,131,0.0075,0.0478,2200,-9.00E-04,0,383734,0.0021,0.0146,68100,-0.013,-0.036,0.3041,-0.0158,0.0235,0
201809,new york,ny,429000,0.0059,0.1753,75256,0.0108,0.027,80,0.1111,-0.0476,20708,0.0527,0.1571,1172,-0.0579,0.0317,18736,0.0982,0.206,13683,-0.0366,0.0412,190,0.0128,0.1535,1812,-0.0028,0,992673,0.0028,0.0065,88939,0.0032,0.0312,0.1818,-0.009,0.0025,0
201809,arkansas,ar,184900,0,0.0883,16740,-3.00E-04,-0.0398,83,0.0573,-0.046,4092,-0.0519,0.0701,88,-0.2903,-0.2143,3264,-0.061,0.0175,2493,-0.055,-0.0506,98,0.0057,0.0497,1976,-0.007,0.0286,250879,8.00E-04,0.0719,19236,-0.0071,-0.041,0.1489,-0.0086,-0.0017,0
201809,hawaii,hi,695000,-0.0025,0.0296,5717,-0.0021,0.0379,82,0.038,-0.0682,1576,-0.0751,-0.0175,84,1.3333,0.75,1136,-0.0438,0.1883,908,-0.0639,0.3159,503,0.0035,0.0051,1386,-0.0022,0.0146,1273569,-0.0105,-0.0532,6630,-0.0107,0.0713,0.1588,-0.0105,0.0336,0
201809,mississippi,ms,195000,0,0.0685,11855,0.0074,-0.0486,93,0.0391,-0.0106,2752,-0.0678,0.099,156,0.1143,0.0541,2584,-0.0514,0.1333,2269,-0.0862,0.3743,95,0.002,0.0379,2029,-0.0095,0.0045,254128,-0.0041,0.0522,14114,-0.0107,-8.00E-04,0.1914,-0.0196,0.0589,0
201809,connecticut,ct,349900,0,0,24936,-0.0027,0.021,82,0.1156,0.0123,5372,0.0857,-0.0125,160,0.3333,0.3333,5992,0.1936,0.0352,68,0.0149,0,179,-0.0027,0.0843,1936,-0.0026,-0.0777,712230,0.0035,-0.0284,25004,-0.0027,0.0208,0.0027,0,-1.00E-04,0
201809,virginia,va,300000,-0.0083,3.00E-04,41926,-0.0043,-0.0333,71,0.0597,-0.0274,12876,-0.085,0.0314,1420,-0.1763,0.2199,12396,0.0104,0.0272,8668,-0.0773,-0.079,143,0.0015,0.0348,2100,-5.00E-04,0.0057,419935,0.0032,0.0192,50581,-0.0156,-0.0434,0.2067,-0.0163,-0.0102,0
201809,wyoming,wy,255000,-0.0145,0.0241,4170,-0.0088,-0.1457,88,0.0932,-0.0435,892,-0.1357,-0.108,32,-0.1111,0,700,-0.0933,-0.1822,633,-0.0566,0.6107,118,-4.00E-04,0.0254,2190,-0.0082,0.0306,520747,0.0162,0.0496,4798,-0.0164,-0.093,0.1518,-0.0077,0.0713,0
201809,nebraska,ne,235000,0,0.0829,5700,0.0193,0.11,51,0.1209,-0.0377,2552,0.0095,0.0192,68,-0.2917,0.4167,1604,-0.0314,0.0693,1254,-0.0663,-0.5994,117,0.007,0.0629,1918,-0.0062,0.0074,284491,-0.0047,0.0317,6972,0.0072,-0.1541,0.22,-0.0202,-0.3895,0
201809,georgia,ga,287936,-0.0052,0.0704,68822,0.0055,-0.0092,61,0.0427,-0.0896,25100,-0.0835,0.1661,5328,-0.1305,0.2299,28220,-0.0675,0.3446,27670,-0.0447,0.9241,114,-0.0018,0.0681,2401,-0.0037,-0.0046,388076,-0.0146,0.0465,96632,-0.0075,0.1525,0.4021,-0.0211,0.195,0
201809,kansas,ks,179900,-3.00E-04,0.0903,11193,0.0054,-0.0089,68,0.0625,0.0303,3604,-0.0595,-0.0624,140,-0.1667,-0.1667,3280,0.0049,0.0636,1088,-0.1282,-0.0926,87,0.0044,0.0792,2016,0.004,0.0338,260227,-0.0176,0.0877,12275,-0.0083,-0.0187,0.0972,-0.0149,-0.009,0
201809,alabama,al,219000,0.0027,0.0965,25780,-0.0088,-0.0919,85,0.0494,-0.0761,6156,-0.0773,0.0233,640,0.0667,0.3008,5944,-0.0793,7.00E-04,1938,-0.1015,0.1196,102,0.001,0.0753,2002,-0.0047,-0.0114,287329,0.001,0.0766,27711,-0.0148,-0.0809,0.0752,-0.0078,0.0142,0
201809,new mexico,nm,240000,-0.0041,0.0257,10031,-0.0138,-0.1106,85,0.0968,-0.0449,2672,-0.0799,0.0637,312,-0.1136,0.95,3324,-0.0326,0.1291,2778,0.0705,1.1452,123,-0.0055,0.0252,1968,-0.001,0.0165,366579,0.0024,0.0559,12825,0.003,0.0204,0.2769,0.0218,0.1621,0
201809,indiana,in,185000,-0.0157,0.0889,22779,0.0224,-0.1263,56,0.0667,-0.1385,8988,-0.0749,0.0432,272,0.0149,-0.2766,8208,0.0148,0.0534,3566,-0.0447,-0.4058,92,-5.00E-04,0.0794,1998,-0.0015,0.0173,253267,-0.0055,0.0511,26364,0.0111,-0.1782,0.1565,-0.011,-0.0736,0
201809,maryland,md,329900,-0.0103,0.0309,23565,0.0275,-0.0263,60,0.0345,-0.0625,8728,-0.0068,-0.0162,724,0.0402,0.2569,8428,0.0647,0.0405,3359,-0.089,-0.2419,173,-0.0019,0.0305,1886,-0.0082,0.0162,432650,-0.0124,5.00E-04,26895,0.0103,-0.0559,0.1425,-0.0182,-0.0405,0
201809,oklahoma,ok,189900,0,0.0265,18447,-0.019,-0.0389,68,0.0462,0,5116,-0.0644,0.0151,420,0.0396,0.9811,5904,-0.0646,0.131,2590,-0.0626,14.2353,98,8.00E-04,0.0258,1940,0,-0.0015,260121,0.0079,0.0445,21052,-0.0248,0.0869,0.1404,-0.0065,0.1315,0
201809,oregon,or,420000,-0.0115,0.0503,19166,0.0049,0.0449,58,0.1154,-0.0333,6820,-0.1466,-6.00E-04,380,0.0674,0.092,6896,-0.0137,0.141,2255,-0.0545,-0.1157,212,-7.00E-04,0.0608,2010,-0.002,-0.004,553828,0.0032,0.0467,21309,-0.007,0.0256,0.1177,-0.0074,-0.0214,0
201809,illinois,il,248576,-0.0053,0.0582,58768,0.0095,0.021,58,0.0741,-0.0169,22204,-0.0321,0.1113,1952,-0.1528,-0.0141,27564,-0.0085,0.0943,21789,-0.079,-0.0107,125,-6.00E-04,0.0683,1858,-0.0059,-0.0064,361932,-0.0111,0.015,80251,-0.0181,0.0088,0.3708,-0.0356,-0.0119,0
201809,california,ca,545000,-0.0073,0.0383,93428,0.0445,0.2192,44,0.0602,-0.0222,43964,-0.0371,0.11,9284,-0.1032,0.0912,45316,0.0681,0.4942,37209,-0.051,0.1193,301,0.0023,0.0674,1836,-0.0092,-0.0244,984182,-0.0078,-0.0176,130643,0.0156,0.1811,0.3983,-0.0401,-0.0356,0
201809,south carolina,sc,270000,-0.0178,0.0422,30407,0.0116,-0.0258,82,0.038,-0.0465,8396,-0.1117,0.0209,1144,-0.2373,-0.0804,8636,-0.058,0.0075,10613,-0.026,0.1475,132,0.0065,0.0699,2048,-0.0147,-0.0039,404737,-0.0071,0.0514,40897,-6.00E-04,0.0115,0.349,-0.0135,0.0527,0
201809,arizona,az,329000,-0.0014,0.0632,25022,0.0171,-0.0855,57,0,-0.0952,11436,0.0099,-0.0038,1156,-0.108,-0.1525,12604,0.0507,0.0718,7630,0.025,0.0497,165,0.0021,0.079,2076,-0.0067,-0.0038,497565,-0.0032,0.0508,32733,0.0231,-0.0567,0.3049,0.0023,0.0393,0
201809,delaware,de,299900,0,0.0527,5346,-0.0047,-0.1648,92,0.0514,-0.0515,1412,-0.0249,-0.139,168,-0.125,-0.475,1344,0.0244,-0.3412,229,0.0223,-0.8625,148,0.015,0.0531,1997,-0.001,0.0358,392372,0.0114,0.0634,5550,-0.0086,-0.3098,0.0428,0.0011,-0.2173,0
201809,washington,wa,429900,-1.00E-04,0.1464,22810,0.0712,0.1323,44,0.1579,-0.0435,11104,-0.0731,0.0531,2404,-0.1933,0.0169,11620,0.1079,0.4532,9102,-0.1017,0.0067,213,0.0151,0.1542,2048,-0.0192,-0.0154,600007,-0.0078,0.1071,31623,0.0063,0.0835,0.399,-0.0768,-0.0498,0
201809,district of columbia,dc,629900,0.0161,0.0078,1620,0.1352,0.0533,33,-0.2326,0.1,1296,0.8621,0.1449,40,0,0.1111,544,0.283,0.0543,341,-0.0528,-0.1301,522,0.002,0.0567,1290,0.0023,-0.0271,927264,-0.0258,-0.0443,1961,0.0974,0.0161,0.2105,-0.0418,-0.0444,0
201809,idaho,id,330820,-0.0125,0.1252,9642,-0.0051,-0.1717,60,0.1009,-0.0625,3272,-0.0767,-0.1001,180,-0.2105,-0.5055,2748,-0.0524,-0.0158,638,0.0442,0.0208,160,-0.0025,0.147,2174,-9.00E-04,0.0065,536697,-0.0038,0.1244,10270,-0.0033,-0.1655,0.0662,0.0031,0.0125,0
201809,missouri,mo,194900,-3.00E-04,0.0888,27225,0.0049,-0.0385,68,0.0543,-0.0556,8840,-0.0965,-0.0023,948,0.0676,2.4853,9376,0.0147,0.2266,7420,-0.0612,-0.1766,105,0.0038,0.0807,1808,-0.0019,0.0044,271078,-6.00E-04,0.064,34611,-0.0122,-0.0712,0.2725,-0.0192,-0.0457,0
201809,ohio,oh,175000,-0.0272,0.0944,36847,0.0132,-0.0824,57,0.0962,-0.0952,15592,-0.1153,-5.00E-04,1332,-0.1462,-0.0263,17024,0.0061,0.0393,18764,-0.0665,-0.0413,96,-0.0048,0.02,1828,-0.0114,0.0728,253826,-0.0106,0.0786,55605,-0.0169,-0.0668,0.5092,-0.0435,0.0218,0
201809,montana,mt,340000,-0.0265,0.018,9037,0.0076,0.0155,92,0.1429,-0.0417,1892,-0.14,0.1975,88,-0.1538,1.75,1872,-0.0659,0.3684,1965,-0.0195,0.1781,163,-1.00E-04,0.0517,2192,-0.0108,-0.0214,579738,-0.0154,0.004,10999,5.00E-04,0.0409,0.2174,-0.006,0.03,0
201809,louisiana,la,224500,-0.0022,0.0398,20227,-0.0045,0.0882,82,0.038,0.038,4856,-0.0611,0.0839,184,-0.2698,0.3529,5000,-0.0856,0.0097,3342,-0.0481,0.2278,117,-6.00E-04,0.0399,1916,-0.0021,-0.0047,293970,-0.0101,0.0165,23536,-0.0123,0.1057,0.1652,-0.0076,0.0188,0
201809,rhode island,ri,359900,-0.016,0.0286,4324,0.0359,0.111,52,0.0297,-0.1186,1980,0.0143,0.2469,320,0.0256,-0.0476,1912,0.0552,0.1221,2363,-0.0121,-0.096,213,-0.009,0.0483,1653,-0.0105,-0.0161,574647,-0.0107,-0.0184,6632,0.0088,0.0173,0.5465,-0.0266,-0.1251,0
201809,new hampshire,nh,319900,-2.00E-04,0.0667,7309,0.0197,-0.1792,68,0.088,-0.2093,2400,-0.1098,-0.0148,68,-0.1905,-0.4333,2124,0.0114,0.0494,2321,-0.0965,-0.2177,160,-8.00E-04,0.0767,1980,-0.0025,-0.0179,421388,-0.007,0.0174,9572,-0.0177,-0.1951,0.3176,-0.0408,-0.0156,0
201809,florida,fl,325000,-0.0102,0.0159,142840,0.0105,0.0572,80,0,-0.1011,43040,-0.0077,0.2747,6224,0.0305,0.2681,57140,0.07,0.3556,48574,-0.0557,-0.0324,177,-0.0039,0.031,1790,-0.0061,-0.0186,613412,-0.0115,-0.0106,191588,-0.0071,0.0338,0.3401,-0.0238,-0.0315,0
201809,new jersey,nj,360000,-0.0037,0.0912,51113,-0.0036,-0.0164,67,0.0388,-0.0694,15976,0.0502,0.0552,524,0.1593,-0.5075,13424,0.0746,0.0054,974,-0.075,-0.8447,164,-0.0026,0.0597,1880,-0.0013,0.024,536850,0.0026,0.0621,52090,-0.0053,-0.1033,0.0191,-0.0015,-0.1016,0
201808,south carolina,sc,274900,-4.00E-04,0.0577,30058,-0.0033,-0.0507,79,0.0194,-0.0307,9452,0.0055,0.0433,1500,-0.1339,0.1905,9168,-0.043,0.073,10896,-0.0328,0.1013,131,0.002,0.0659,2079,-0.0102,0.0102,407640,-0.0071,0.0527,40921,-0.0122,-0.0154,0.3625,-0.0111,0.05,0
201808,indiana,in,187950,-0.0103,0.1062,22281,0.0354,-0.1229,53,0.05,-0.1176,9716,-0.0392,-0.0057,268,-0.0946,-0.2299,8088,0.0254,0.008,3733,-0.0314,-0.4118,92,-0.0052,0.0763,2001,-0.0042,0.0199,254667,-0.0181,0.0561,26074,0.027,-0.1791,0.1675,-0.0116,-0.0823,0
201808,texas,tx,294995,-0.0134,0.0504,110601,0.0135,-0.0108,58,0.0265,-0.0252,39908,-0.0847,-0.03,6488,-0.0012,-0.0542,48784,0.0341,0.0263,39813,-0.0658,-0.0308,127,-0.0035,0.05,2304,-0.0126,-0.0039,405172,-0.0196,0.0321,150420,-0.0089,-0.0161,0.36,-0.0305,-0.0074,0
201808,north carolina,nc,285000,-0.0186,0.0364,52277,0.0119,-0.0599,83,0.085,-0.0568,16616,-0.0034,0.0416,1764,-0.1833,0.1366,16160,0.0296,0.0916,16722,-0.0308,0.018,130,0.0026,0.046,2202,-0.0029,-2.00E-04,382925,-0.0209,0.0165,69000,0.002,-0.0421,0.3199,-0.0141,0.0245,0
201808,maryland,md,333338,-0.018,0.0368,22935,0.0101,-0.0419,58,0.0265,-0.0413,8788,-0.0542,0.0578,696,0.1154,0.0357,7916,-0.0208,0.0572,3687,-0.0606,-0.2056,174,-0.0064,0.0311,1902,-0.0091,0.0223,438064,-0.0143,0.0144,26622,5.00E-04,-0.068,0.1608,-0.0121,-0.0331,0
201808,pennsylvania,pa,209950,-0.021,0.0644,49094,0.015,-0.1469,70,0.0611,-0.0795,15828,-0.0563,-0.0676,776,-0.2049,-0.564,14836,-0.0301,-0.2159,9195,-0.0317,-0.512,116,-0.0034,0.0361,1837,-0.0084,0.0203,301380,-0.0141,0.0561,58289,0.007,-0.2363,0.1873,-0.009,-0.1401,0
201808,rhode island,ri,365750,-0.0095,0.0317,4174,0.0443,0.0597,51,0.0632,-0.0982,1952,-0.0375,0.0586,312,-0.1034,2.12,1812,0.0535,0.429,2392,-0.0193,1.0764,215,-0.0014,0.0553,1671,-0.008,-0.0145,580846,-0.0257,-0.012,6574,0.0211,0.2873,0.5731,-0.0371,0.2806,0
201808,iowa,ia,204900,-0.0168,0.0827,13856,0.0466,-0.0246,64,0.0667,-0.0078,4788,-0.0292,-0.0033,384,-0.068,-0.1193,4472,0.0729,0.1015,4065,-0.1058,-0.01,117,-0.0093,0.0813,1666,-0.0024,0.0012,244489,-0.0132,0.0266,17927,0.008,-0.0216,0.2934,-0.05,0.0043,0
201808,missouri,mo,194950,-0.0117,0.0837,27091,0.0346,-0.0443,65,0.0078,-0.0444,9784,-0.0661,0.0137,888,0.0571,1.6118,9240,-0.0149,0.1661,7904,-0.2207,-0.1869,105,8.00E-04,0.0781,1812,-0.0152,0.0044,271250,-0.0122,0.0625,35038,-0.0361,-0.0795,0.2918,-0.0956,-0.0512,0
201808,wyoming,wy,258750,-0.0044,0.0455,4207,0.0209,-0.1372,81,0.0321,0.0126,1032,-0.048,-0.0686,36,-0.1,0.2857,772,0.0966,-0.1422,671,-0.0045,0.2403,118,-5.00E-04,0.0229,2208,0,0.042,512424,-0.0033,0.0474,4878,0.0154,-0.0988,0.1595,-0.0041,0.0485,0
201808,utah,ut,394315,-0.0117,0.0805,12281,0.0611,-0.0343,50,0.0753,-0.0385,6432,0.0435,-0.0272,784,0.3803,0.4737,4448,0.1742,0.0422,7702,-0.0318,-0.0345,146,2.00E-04,0.1083,2718,-0.0263,-0.0064,649733,-0.0363,0.0631,19973,0.021,-0.0357,0.6271,-0.0602,-1.00E-04,0
201808,kansas,ks,179950,-0.0072,0.0792,11133,0.0163,0.0042,64,0.0756,-0.0303,3832,-0.0194,-0.0124,168,-0.0455,0.2353,3264,-0.0523,0.0408,1248,-0.0378,-0.0429,86,0.0049,0.0657,2008,-0.0027,0.0185,264888,-0.0127,0.0962,12378,0.0111,-1.00E-04,0.1121,-0.0063,-0.0055,0
201808,alabama,al,218400,-7.00E-04,0.0961,26008,-0.0022,-0.0922,81,0.0519,-0.069,6672,-0.0634,-0.0217,600,-0.1228,0.0791,6456,-0.0218,0.0177,2157,-0.0585,0.0899,102,-0.0013,0.0799,2012,-0.002,-0.0086,287034,-0.0067,0.0782,28126,-0.0074,-0.0817,0.0829,-0.005,0.0139,0
201808,kentucky,ky,199900,0,0.0577,16468,0.0266,-0.0314,66,0.0233,-0.0571,6348,0.007,0.0651,232,-0.2368,-0.1471,4820,0.0334,0.0487,7002,-0.0329,-0.0367,101,0.0047,0.0517,2000,-0.001,0.0038,272703,-0.0035,0.0412,23456,0.0054,-0.0337,0.4252,-0.0262,-0.0024,0
201808,ohio,oh,179900,-0.0011,0.1251,36366,0.0499,-0.0927,52,0.0196,-0.1111,17624,-0.0555,0.0185,1560,-0.0323,0.029,16920,0.062,0.0416,20100,-0.0457,-0.0345,96,-0.0042,0.0259,1849,-0.0123,0.0756,256555,-0.0184,0.077,56561,0.0147,-0.0721,0.5527,-0.0554,0.0333,0
201808,louisiana,la,225000,0.0013,0.03,20319,0.0104,0.105,79,0.0604,0.0533,5172,-0.0408,0.0793,252,0.2115,0.4,5468,-0.0366,0.1051,3511,-0.0352,-0.1324,117,0.0011,0.0378,1920,-5.00E-04,-0.0049,296982,0.0028,0.0228,23830,0.0024,0.0642,0.1728,-0.0082,-0.0473,0
201808,vermont,vt,284450,0.0161,0.0983,5878,0.0198,-0.1236,98,0.0372,-0.1055,1056,-0.0865,0,20,-0.2857,-0.375,988,0.0556,-0.0237,973,0.0031,0.0362,143,0.0018,0.0301,2019,0.0025,0.0354,394663,0.0043,0.0355,6852,0.0183,-0.1034,0.1655,-0.0028,0.0255,0
201808,new hampshire,nh,319950,-0.0123,0.0669,7168,0.0189,-0.1175,63,0.087,-0.1319,2696,0.0353,-0.0074,84,0,-0.0455,2100,0.0606,0.0214,2569,-0.0287,-0.1716,160,-0.0033,0.0653,1985,-0.0013,-0.0075,424379,-0.0104,0.044,9744,0.0068,-0.1322,0.3584,-0.0176,-0.0234,0
201808,connecticut,ct,349900,-0.0285,0.0027,25004,-0.0132,0.0021,74,0.1136,-0.0068,4948,-0.0977,-0.0823,120,-0.1176,0.0345,5020,-0.1087,0.0237,67,-0.1067,-0.1299,179,-0.0117,0.0822,1941,-0.014,-0.0585,709723,-0.0345,-0.0165,25071,-0.0133,0.0017,0.0027,-3.00E-04,-4.00E-04,0
201808,nevada,nv,352500,-0.0208,0.0493,9190,0.1287,-0.0214,39,0,-0.2596,5360,0.0975,-0.0205,572,-0.0949,-0.6651,4376,0.1956,-0.1872,1688,-0.026,-0.7882,181,-0.0024,0.1264,1983,-0.0219,-0.0557,622416,-0.0554,-0.015,10878,0.0879,-0.3718,0.1837,-0.0292,-0.6651,0
201808,georgia,ga,289450,-0.0103,0.0821,68443,0.0114,-0.0407,59,0.0263,-0.0565,27388,-0.0191,0.0982,6128,-0.0578,0.3264,30264,0.0349,0.2746,28964,-0.0832,0.868,114,-0.0063,0.0748,2410,-0.0078,-4.00E-04,393826,-0.0054,0.0602,97363,-0.018,0.1225,0.4232,-0.0437,0.2059,0
